HR,Name,DM,HD,SAO,RAh,RAm,RAs,DE_sign,DEd,DEm,DEs,Vmag,B-V,SpType,Const-Info
6701,35    Dra,BD+76  667,163989,8939,17.0,49.0,27.0,+,76.0,57.0,46.0,5.04,0.49,F6IV-V s,6I
6702,,BD+45 2627,163990,47080,17.0,56.0,48.4,+,45.0,21.0,3.0,6.02,1.64,M5IIbS,5I
6703,92Xi  Her,BD+29 3156,163993,85590,17.0,57.0,45.9,+,29.0,14.0,52.0,3.7,0.94,G8+III,8+
6704,,BD-20 4940,164028,186070,18.0,0.0,0.1,-,20.0,20.0,21.0,6.21,1.4,K0II-III,0I
6705,33Gam Dra,BD+51 2282,164058,30653,17.0,56.0,36.4,+,51.0,29.0,20.0,2.23,1.52,K5III,5I
6706,,BD-04 4384,164064,142012,17.0,59.0,36.7,-,4.0,49.0,17.0,5.87,1.56,K5III,5I
6707,94Nu  Her,BD+30 3093,164136,66524,17.0,58.0,30.2,+,30.0,11.0,22.0,4.41,0.39,F2II,2I
6708,,CD-3612115,164245,209608,18.0,1.0,48.3,-,36.0,22.0,40.0,6.3,-0.03,B7IV,7I
6709,,BD+00 3832,164258,123004,18.0,0.0,15.5,+,0.0,37.0,46.0,6.37,0.15,A3pSrCrEu,3p
6710,57Zet Ser,BD-03 4217,164259,142025,18.0,0.0,29.0,-,3.0,41.0,25.0,4.62,0.38,F2IV,2I
6711,,BD+36 2986,164280,66531,17.0,58.0,42.3,+,36.0,17.0,16.0,6.0,0.94,gG5,5
6712,66    Oph,BD+04 3570,164284,123005,18.0,0.0,15.8,+,4.0,22.0,7.0,4.64,-0.03,B2Ve,2V
6713,93    Her,BD+16 3335,164349,103285,18.0,0.0,3.4,+,16.0,45.0,3.0,4.67,1.26,K0.5IIb,0.
6714,67    Oph,BD+02 3458,164353,123013,18.0,0.0,38.7,+,2.0,55.0,54.0,3.97,0.02,B5Ib,5I
6715,6    Sgr,BD-17 4987,164358,160998,18.0,1.0,23.1,-,17.0,9.0,25.0,6.28,1.8,K3III,3I
6716,,BD-22 4503,164402,186135,18.0,1.0,54.4,-,22.0,46.0,50.0,5.77,0.0,B0Ib,0I
6717,,BD+78  616,164428,8946,17.0,50.0,10.5,+,78.0,18.0,24.0,6.24,1.44,K5,5
6718,,BD+45 2635,164429,47106,17.0,58.0,52.3,+,45.0,28.0,34.0,6.48,-0.08,B9pSiSr,9p
6719,,BD+06 3597,164432,123017,18.0,0.0,52.9,+,6.0,16.0,6.0,6.34,-0.08,B2IV,2I
6720,,BD+19 3494,164447,103291,18.0,0.0,27.7,+,19.0,30.0,21.0,6.5,-0.06,B8Vne,8V
6721,Chi Oct,CP-87  274,164461,258799,18.0,54.0,46.9,-,87.0,36.0,21.0,5.28,1.28,K3III,3I
6722,,BD+15 3327,164507,103299,18.0,0.0,57.2,+,15.0,5.0,36.0,6.26,0.69,G5IV,5I
6723,68    Oph,BD+01 3560,164577,123035,18.0,1.0,45.2,+,1.0,18.0,19.0,4.45,0.02,A2Vn,2V
6724,7    Sgr,CD-2413793,164584,186163,18.0,2.0,51.1,-,24.0,16.0,56.0,5.34,0.52,F3III,3I
6725,34Psi2Dra,BD+72  818,164613,8961,17.0,55.0,11.2,+,72.0,0.0,18.0,5.45,0.3,F2-3II-III,2-
6726,,BD+33 3006,164614,66551,18.0,0.0,36.4,+,33.0,12.0,50.0,5.99,1.51,gK6,6
6727,,BD-22 4516,164637,186169,18.0,3.0,1.7,-,22.0,43.0,6.0,6.74,-0.05,B0.5III,0.
6728,,BD+45 2638,164646,47121,17.0,59.0,56.2,+,45.0,30.0,5.0,5.67,1.57,M0IIIab,0I
6729,95    Her,BD+21 3280,164668,85647,18.0,1.0,29.9,+,21.0,35.0,43.0,5.18,0.95,G8III,8I
6730,95    Her,BD+21 3280,164669,85648,18.0,1.0,30.4,+,21.0,35.0,44.0,4.96,0.12,A5IIIn,5I
6731,,CP-75 1410,164712,257569,18.0,11.0,15.7,-,75.0,53.0,29.0,5.86,1.24,K2III,2I
6732,,BD-05 4560,164716,142045,18.0,2.0,46.3,-,5.0,21.0,31.0,6.76,0.16,B9V,9V
6733,69Tau Oph,BD-08 4549,164764,142050,18.0,3.0,5.0,-,8.0,10.0,49.0,5.94,,F5V,5V
6734,69Tau Oph,BD-08 4549,164765,142050,18.0,3.0,4.9,-,8.0,10.0,50.0,5.24,0.38,F2V,2V
6735,,BD+75  647,164780,8962,17.0,54.0,26.6,+,75.0,10.0,15.0,6.36,0.98,K0,0
6736,9    Sgr,CD-2413814,164794,186204,18.0,3.0,52.4,-,24.0,21.0,38.0,5.97,0.0,O4V((f)),4V
6737,,BD+33 3009,164824,66562,18.0,1.0,35.9,+,33.0,18.0,41.0,6.15,1.55,K5III,5I
6738,96    Her,BD+20 3649,164852,85672,18.0,2.0,23.1,+,20.0,50.0,1.0,5.28,-0.09,B3IV,3I
6739,,CD-3512229,164870,209671,18.0,4.0,50.4,-,35.0,54.0,5.0,6.0,1.16,K2III,2I
6740,,CP-64 3796,164871,254141,18.0,7.0,48.3,-,64.0,33.0,0.0,6.41,1.26,K2-3III,2-
6741,97    Her,BD+22 3260,164900,85676,18.0,2.0,30.1,+,22.0,55.0,23.0,6.21,-0.1,B3Vn,3V
6742,Gam1Sgr,CD-2914447,164975,186237,18.0,5.0,1.3,-,29.0,34.0,48.0,4.69,0.78,F4-G1Ib,4-
6743,The Ara,CD-5011720,165024,245242,18.0,6.0,37.9,-,50.0,5.0,30.0,3.66,-0.08,B2Ib,2I
6744,,BD+19 3508,165029,103334,18.0,3.0,14.7,+,19.0,36.0,47.0,6.5,0.01,A0V,0V
6745,Pi  Pav,CP-63 4292,165040,254147,18.0,8.0,34.8,-,63.0,40.0,6.0,4.35,0.22,A7pSr,7p
6746,10Gam2Sgr,CD-3015215,165135,209696,18.0,5.0,48.5,-,30.0,25.0,27.0,2.99,1.0,K0III,0I
6747,,BD+01 3578,165174,123090,18.0,4.0,37.3,+,1.0,55.0,9.0,6.14,0.0,B0IIIn,0I
6748,,CD-3612214,165185,209710,18.0,6.0,23.7,-,36.0,1.0,11.0,5.95,0.62,G5V,5V
6749,,CD-4312272,165189,228708,18.0,6.0,49.8,-,43.0,25.0,29.0,5.77,0.22,A5V,5V
6750,,CD-4312272,165190,,18.0,6.0,49.8,-,43.0,25.0,29.0,5.77,,A5V,5V
6751,,CP-73 1888,165259,257571,18.0,12.0,34.5,-,73.0,40.0,18.0,5.85,0.46,F5V,5V
6752,70    Oph,BD+02 3482,165341,123107,18.0,5.0,27.3,+,2.0,29.0,58.0,4.03,0.86,K0V,0V
6753,,BD+48 2627,165358,47173,18.0,3.0,9.0,+,48.0,27.0,52.0,6.21,0.03,A2V,2V
6754,,BD+23 3254,165373,85706,18.0,4.0,40.2,+,23.0,56.0,33.0,6.34,0.3,F0IV-V,0I
6755,,BD-08 4558,165402,142083,18.0,6.0,7.4,-,8.0,19.0,26.0,5.85,0.21,B8III-IV,8I
6756,,BD-04 4395,165438,142085,18.0,6.0,15.2,-,4.0,45.0,5.0,5.77,0.96,K1+IV,1+
6757,,BD-00 3414,165462,142084,18.0,6.0,7.4,-,0.0,26.0,48.0,6.34,1.06,G8IIp,8I
6758,,BD+12 3383,165475,103373,18.0,5.0,43.3,+,12.0,0.0,14.0,7.04,0.3,A3IV,3I
6759,,CD-4512215,165493,228734,18.0,8.0,30.1,-,45.0,46.0,2.0,6.15,-0.08,B7-8II,7-
6760,,CP-59 7231,165497,245273,18.0,9.0,57.6,-,59.0,2.0,24.0,6.38,1.55,K4III,4I
6761,Iot Pav,CP-62 5797,165499,254157,18.0,10.0,26.1,-,62.0,0.0,8.0,5.49,0.58,G0V,0V
6762,,BD-21 4855,165516,186302,18.0,7.0,11.4,-,21.0,26.0,38.0,6.28,0.12,B0.5Ib,0.
6763,,BD+21 3300,165524,85718,18.0,5.0,30.2,+,21.0,38.0,49.0,6.15,1.23,gK3,3
6764,,BD+40 3276,165567,47193,18.0,4.0,43.2,+,40.0,5.0,3.0,6.52,0.46,F7V,7V
6765,98    Her,BD+22 3273,165625,85725,18.0,6.0,1.9,+,22.0,13.0,8.0,5.06,1.58,M3-IIIZrO 0+,3-
6766,,CD-2814174,165634,186328,18.0,8.0,5.0,-,28.0,27.0,26.0,4.57,0.94,G7:IIIb*,7:
6767,,BD+41 2968,165645,47195,18.0,5.0,0.8,+,41.0,56.0,48.0,6.34,0.26,F0V,0V
6768,,BD+32 3047,165683,66626,18.0,5.0,49.6,+,32.0,13.0,50.0,5.71,1.16,K0III,0I
6769,,BD-17 5028,165687,161093,18.0,7.0,48.4,-,17.0,9.0,15.0,5.52,1.11,K1III,1I
6770,71    Oph,BD+08 3582,165760,123140,18.0,7.0,18.4,+,8.0,44.0,2.0,4.64,0.96,G8III,8I
6771,72    Oph,BD+09 3564,165777,123142,18.0,7.0,21.0,+,9.0,33.0,50.0,3.73,0.12,A4IV s,4I
6772,,CD-3612265,165793,209779,18.0,9.0,22.4,-,36.0,40.0,21.0,6.58,-0.03,B1II,1I
6773,,CD-2512793,165814,186350,18.0,8.0,54.1,-,25.0,28.0,21.0,6.61,0.02,B3III,3I
6774,,CP-70 2507,165861,257575,18.0,14.0,24.1,-,70.0,45.0,5.0,6.73,-0.03,B7-8II-III,7-
6775,99    Her,BD+30 3128,165908,66648,18.0,7.0,1.5,+,30.0,33.0,43.0,5.04,0.52,F7V,7V
6776,,BD+13 3529,165910,103406,18.0,7.0,48.4,+,13.0,4.0,16.0,6.63,0.07,A2Vn,2V
6777,,CD-3213814,165978,209794,18.0,9.0,59.9,-,32.0,43.0,11.0,6.43,1.02,K0IV,0I
6778,,CD-4712098,166006,228774,18.0,11.0,4.5,-,47.0,30.0,47.0,6.07,1.2,K1IIICNII,1I
6779,103Omi Her,BD+28 2925,166014,85750,18.0,7.0,32.6,+,28.0,45.0,45.0,3.83,-0.03,B9.5V,9.
6780,,CD-3015316,166023,209803,18.0,10.0,5.7,-,30.0,43.0,43.0,5.53,0.97,K1II,1I
6781,100    Her,BD+26 3178,166045,85753,18.0,7.0,49.5,+,26.0,6.0,5.0,5.86,0.12,A3V,3V
6782,100    Her,BD+26 3178,166046,85752,18.0,7.0,49.5,+,26.0,5.0,51.0,5.9,0.14,A3V,3V
6783,Eps Tel,CD-4512251,166063,228777,18.0,11.0,13.8,-,45.0,57.0,16.0,4.53,1.01,K0III,0I
6784,,BD+14 3427,166095,103414,18.0,8.0,33.7,+,14.0,17.0,5.0,6.37,0.17,A5m,5m
6785,,BD-13 4863,166103,161125,18.0,9.0,43.4,-,13.0,56.0,4.0,6.39,1.42,K0,0
6786,,CD-4112491,166114,228778,18.0,11.0,5.6,-,41.0,21.0,33.0,5.86,0.29,F2V,2V
6787,102    Her,BD+20 3674,166182,85769,18.0,8.0,45.5,+,20.0,48.0,52.0,4.36,-0.16,B2IV,2I
6788,,CD-3312917,166197,209817,18.0,10.0,55.2,-,33.0,47.0,59.0,6.16,-0.14,B1V,1V
6789,23Del UMi,BD+86  269,166205,2937,17.0,32.0,12.9,+,86.0,35.0,11.0,4.36,0.02,A1Vn,1V
6790,,BD+50 2525,166207,30751,18.0,6.0,53.5,+,50.0,49.0,22.0,6.29,1.04,K0III,0I
6791,,BD+43 2892,166208,47237,18.0,7.0,28.8,+,43.0,27.0,42.0,5.0,0.91,G8IIICN-1CH-3,8I
6792,,BD+49 2732,166228,47233,18.0,7.0,6.3,+,49.0,42.0,38.0,6.32,,A2V,2V
6793,,BD+36 3027,166229,66666,18.0,8.0,2.2,+,36.0,24.0,5.0,5.48,1.17,K2.5III,2.
6794,101    Her,BD+20 3675,166230,85770,18.0,8.0,52.9,+,20.0,2.0,43.0,5.1,0.15,A8III,8I
6795,73    Oph,BD+03 3610,166233,123187,18.0,9.0,33.8,+,3.0,59.0,36.0,5.73,0.37,F2V,2V
6796,,CP-63 4334,166251,254179,18.0,14.0,16.2,-,63.0,41.0,22.0,6.47,1.41,K4III,4I
6797,,BD+03 3613,166285,123198,18.0,9.0,54.0,+,3.0,7.0,11.0,5.69,0.47,F5V,5V
6798,,BD-19 4886,166393,161153,18.0,11.0,14.8,-,19.0,50.0,32.0,6.36,0.16,A4V,4V
6799,,BD+30 3138,166411,66682,18.0,9.0,10.2,+,30.0,28.0,10.0,6.38,1.19,gK1,1
6800,,BD+03 3620,166460,123212,18.0,10.0,40.3,+,3.0,19.0,27.0,5.51,1.19,K2III,2I
6801,11    Sgr,CD-2314047,166464,186437,18.0,11.0,43.4,-,23.0,42.0,4.0,4.98,1.05,K0III,0I
6802,,CD-2814268,166469,186444,18.0,11.0,58.2,-,28.0,54.0,5.0,6.51,-0.01,B9IVpSrEuCr,9I
6803,,BD+16 3390,166479,103443,18.0,10.0,8.7,+,16.0,28.0,36.0,6.09,,B9V+F7III,9V
6804,,CD-4112534,166596,228815,18.0,13.0,12.6,-,41.0,20.0,10.0,5.47,-0.17,B2.5III,2.
6805,,CP-63 4343,166599,254189,18.0,15.0,40.9,-,63.0,3.0,20.0,5.6,0.92,K0III-IV,0I
6806,,BD+38 3095,166620,66700,18.0,9.0,37.5,+,38.0,27.0,27.0,6.4,0.87,K2V,2V
6807,,BD+36 3039,166640,66703,18.0,9.0,59.0,+,36.0,27.0,59.0,5.58,0.91,G8III,8I
6808,,CP-68 3081,166841,254196,18.0,18.0,0.9,-,68.0,13.0,45.0,6.33,-0.04,B9V,9V
6809,40    Dra,BD+79  570,166865,8994,18.0,0.0,3.4,+,80.0,0.0,3.0,6.04,0.51,F7,7
6810,41    Dra,BD+79  571,166866,8996,18.0,0.0,9.2,+,80.0,0.0,15.0,5.68,0.5,F7,7
6811,24    UMi,BD+86  272,166926,2940,17.0,30.0,48.0,+,86.0,58.0,5.0,5.79,0.25,A2m,2m
6812,13Mu  Sgr,BD-21 4908,166937,186497,18.0,13.0,45.8,-,21.0,3.0,32.0,3.86,0.23,B8Iap,8I
6813,,BD-04 4415,166960,142159,18.0,13.0,10.0,-,4.0,0.0,42.0,6.59,0.27,A2m,2m
6814,,BD+33 3044,166988,66733,18.0,11.0,45.1,+,33.0,26.0,49.0,5.88,0.01,A3V,3V
6815,104    Her,BD+31 3199,167006,66737,18.0,11.0,54.2,+,31.0,24.0,19.0,4.97,1.65,M3III,3I
6816,14    Sgr,BD-21 4916,167036,186509,18.0,14.0,15.9,-,21.0,42.0,47.0,5.44,1.52,K3III,3I
6817,,BD+54 1950,167042,30784,18.0,10.0,31.6,+,54.0,17.0,12.0,5.95,0.94,K1III,1I
6818,,CD-4412456,167096,228851,18.0,15.0,52.7,-,44.0,12.0,24.0,5.46,0.96,G8-K0III,8-
6819,,CP-56 8706,167128,245369,18.0,17.0,7.5,-,56.0,1.0,24.0,5.33,-0.05,B3IIIep,3I
6820,,BD+21 3347,167193,85836,18.0,13.0,16.5,+,21.0,52.0,49.0,6.12,1.47,K4III,4I
6821,,CD-5111460,167257,245372,18.0,17.0,0.9,-,51.0,4.0,6.0,6.06,-0.06,B9V,9V
6822,15    Sgr,BD-20 5054,167264,186543,18.0,15.0,12.9,-,20.0,43.0,42.0,5.38,0.07,B0Ia,0I
6823,16    Sgr,BD-20 5055,167263,186544,18.0,15.0,12.9,-,20.0,23.0,17.0,5.95,0.02,O9.5II,9.
6824,,BD+41 3011,167304,47305,18.0,12.0,42.6,+,41.0,8.0,49.0,6.36,1.03,K0III,0I
6825,,BD-18 4864,167356,161227,18.0,15.0,30.8,-,18.0,39.0,41.0,6.07,0.2,A0Ia,0I
6826,,BD+38 3113,167370,66765,18.0,13.0,4.8,+,38.0,46.0,25.0,6.04,-0.08,B9IIIn,9I
6827,,BD+60 1813,167387,17803,18.0,11.0,7.1,+,60.0,24.0,34.0,6.49,0.0,A1Vnn,1V
6828,,CP-63 4370,167425,254209,18.0,19.0,40.2,-,63.0,53.0,13.0,6.18,0.58,F9V,9V
6829,Phi Oct,CP-75 1417,167468,257584,18.0,23.0,36.1,-,75.0,2.0,39.0,5.47,0.02,A0V,0V
6830,,BD-03 4259,167564,142185,18.0,15.0,58.0,-,3.0,37.0,3.0,6.36,0.2,A4V,4V
6831,,BD+29 3213,167588,85856,18.0,14.0,44.0,+,29.0,12.0,26.0,6.56,0.54,F8V,8V
6832,Eta Sgr,CD-3612423,167618,209957,18.0,17.0,37.6,-,36.0,45.0,42.0,3.11,1.56,M3.5III,3.
6833,,CD-3412673,167647,209959,18.0,17.0,36.1,-,34.0,6.0,26.0,6.16,-0.11,B3V+A,3V
6834,,BD+02 3547,167654,123308,18.0,16.0,5.6,+,2.0,22.0,40.0,6.01,1.59,M4IIIab,4I
6835,,CD-2814407,167666,186594,18.0,17.0,24.0,-,28.0,39.0,9.0,6.19,0.18,A5/7V,5/
6836,,CD-2814408,167665,186593,18.0,17.0,23.7,-,28.0,17.0,21.0,6.4,0.54,G0V,0V
6837,,CP-80  849,167714,258796,18.0,29.0,19.5,-,80.0,13.0,58.0,5.95,1.16,K2III,2I
6838,,BD-17 5112,167720,161260,18.0,17.0,11.6,-,17.0,22.0,26.0,5.75,1.58,K4II-III,4I
6839,,CD-4213101,167756,228895,18.0,18.0,40.0,-,42.0,17.0,18.0,6.3,-0.11,B0.5Ia,0.
6840,,BD-03 4263,167768,142189,18.0,16.0,53.1,-,3.0,0.0,26.0,6.0,0.89,G3III,3I
6841,,BD-18 4886,167771,161267,18.0,17.0,28.5,-,18.0,27.0,48.0,6.54,0.11,O7III:(n)((f)),7I
6842,,CD-2712684,167818,186612,18.0,18.0,3.2,-,27.0,2.0,33.0,4.65,1.66,K3II,3I
6843,,BD-09 4678,167833,142192,18.0,17.0,24.2,-,9.0,45.0,31.0,6.31,0.38,A8V,8V
6844,,BD+00 3907,167858,123320,18.0,17.0,4.8,+,1.0,0.0,21.0,6.63,0.31,F2V,2V
6845,,BD+42 3035,167965,47342,18.0,15.0,38.8,+,42.0,9.0,34.0,5.59,-0.1,B7IV,7I
6846,,CD-2512995,167979,186629,18.0,18.0,41.7,-,25.0,36.0,17.0,6.51,1.34,gK1,1
6847,,BD+45 2684,168009,47343,18.0,15.0,32.6,+,45.0,12.0,34.0,6.29,0.62,G2V,2V
6848,,BD-18 4896,168021,161304,18.0,18.0,43.3,-,18.0,37.0,10.0,6.84,0.31,B0Ib,0I
6849,,BD+56 2080,168092,30836,18.0,14.0,41.1,+,56.0,35.0,18.0,6.37,0.34,F1V,1V
6850,36    Dra,BD+64 1252,168151,17828,18.0,13.0,53.8,+,64.0,23.0,50.0,5.03,0.38,F5V,5V
6851,,BD+13 3593,168199,103578,18.0,18.0,2.9,+,13.0,46.0,37.0,6.3,-0.03,B5V,5V
6852,,BD+18 3623,168270,103581,18.0,18.0,7.7,+,18.0,7.0,53.0,5.99,0.03,B9V,9V
6853,,BD+40 3332,168322,47359,18.0,17.0,6.8,+,40.0,56.0,12.0,6.11,0.99,G8.5IIIbFe-1CH0.5,8.
6854,,BD+23 3299,168323,85906,18.0,18.0,7.7,+,23.0,17.0,48.0,6.63,,K5,5
6855,Xi  Pav,CP-61 6140,168339,254226,18.0,23.0,13.6,-,61.0,29.0,38.0,4.36,1.48,K4III,4I
6856,,CD-3712457,168357,210017,18.0,20.0,55.3,-,37.0,29.0,15.0,6.45,1.31,K2II,2I
6857,,BD+07 3629,168387,123353,18.0,19.0,9.5,+,7.0,15.0,35.0,5.39,1.07,K2III-IV,2I
6858,,BD-15 4927,168415,161348,18.0,20.0,8.8,-,15.0,49.0,54.0,5.39,1.47,K4III,4I
6859,19Del Sgr,CD-2914834,168454,186681,18.0,20.0,59.7,-,29.0,49.0,41.0,2.7,1.38,K3-IIIa*,3-
6860,105    Her,BD+24 3381,168532,85921,18.0,19.0,10.7,+,24.0,26.0,46.0,5.27,1.53,K3III:Ba0.4,3I
6861,,CD-2414219,168574,186699,18.0,21.0,31.4,-,24.0,54.0,54.0,6.25,1.84,M5III,5I
6862,,CD-3812729,168592,210048,18.0,22.0,18.6,-,38.0,39.0,25.0,5.1,1.49,K4-5III,4-
6863,,BD-18 4926,168608,161376,18.0,21.0,23.1,-,18.0,51.0,36.0,5.75,0.94,F8I,8I
6864,,CD-2814495,168646,186704,18.0,22.0,0.2,-,28.0,25.0,48.0,6.16,0.26,A3III,3I
6865,37    Dra,BD+68  984,168653,17837,18.0,15.0,17.0,+,68.0,45.0,21.0,5.95,1.06,gK1,1
6866,74    Oph,BD+03 3680,168656,123377,18.0,20.0,52.1,+,3.0,22.0,38.0,4.86,0.91,G8III,8I
6867,,BD+29 3236,168694,85933,18.0,19.0,52.1,+,29.0,39.0,58.0,5.99,1.29,gK4,4
6868,106    Her,BD+21 3390,168720,85941,18.0,20.0,17.9,+,21.0,57.0,41.0,4.95,1.59,M1III,1I
6869,58Eta Ser,BD-02 4599,168723,142241,18.0,21.0,18.6,-,2.0,53.0,56.0,3.26,0.94,K0III-IV,0I
6870,,CD-3612524,168733,210061,18.0,22.0,53.1,-,36.0,40.0,10.0,5.34,-0.14,Ap,p
6871,,CP-63 4406,168740,254237,18.0,25.0,31.5,-,63.0,1.0,17.0,6.14,0.2,A3V,3V
6872,1Kap Lyr,BD+36 3094,168775,66869,18.0,19.0,51.7,+,36.0,3.0,52.0,4.33,1.17,K2IIIabCN0.5,2I
6873,,BD+05 3704,168797,123385,18.0,21.0,28.5,+,5.0,26.0,9.0,6.13,-0.04,B3Ve,3V
6874,,CD-3612537,168838,210075,18.0,23.0,28.9,-,36.0,14.0,18.0,5.55,1.02,K0III,0I
6875,,CD-4412569,168905,228982,18.0,24.0,18.2,-,44.0,6.0,37.0,5.25,-0.19,B2.5Vn,2.
6876,108    Her,BD+29 3241,168913,85956,18.0,20.0,57.1,+,29.0,51.0,32.0,5.63,0.21,A5m,5m
6877,107    Her,BD+28 2981,168914,85957,18.0,21.0,1.0,+,28.0,52.0,12.0,5.12,0.2,A7V,7V
6878,,BD-10 4673,169009,161412,18.0,23.0,2.2,-,10.0,13.0,7.0,6.33,0.14,B9.5V,9.
6879,20Eps Sgr,CD-3412784,169022,210091,18.0,24.0,10.3,-,34.0,23.0,5.0,1.85,-0.03,B9.5III,9.
6880,,BD+51 2357,169028,30897,18.0,19.0,56.1,+,51.0,20.0,52.0,6.3,1.1,gK1,1
6881,,BD-12 5024,169033,161415,18.0,23.0,12.2,-,12.0,0.0,53.0,5.73,0.01,B8IV-Ve,8I
6882,,BD+23 3316,169110,85975,18.0,22.0,8.7,+,23.0,17.0,7.0,5.41,1.6,M0IIIab,0I
6883,,BD+11 3442,169111,103648,18.0,22.0,35.3,+,12.0,1.0,44.0,5.89,0.04,A2V,2V
6884,Zet Sct,BD-09 4712,169156,142267,18.0,23.0,39.5,-,8.0,56.0,3.0,4.68,0.95,G9-IIIbFe-0.5,9-
6885,,BD+17 3555,169191,103655,18.0,22.0,49.0,+,17.0,49.0,36.0,5.25,1.27,K3III,3I
6886,,BD+49 2776,169221,47411,18.0,21.0,7.1,+,49.0,43.0,32.0,6.4,1.07,K1III,1I
6887,,BD+16 3478,169223,103660,18.0,23.0,2.9,+,16.0,41.0,17.0,6.22,1.2,K0,0
6888,18    Sgr,CD-3015661,169233,210116,18.0,25.0,1.5,-,30.0,45.0,24.0,5.6,1.14,K0III-IV,0I
6889,,CD-3612589,169236,210119,18.0,25.0,21.7,-,35.0,59.0,30.0,6.15,1.0,K0III,0I
6890,,BD-03 4277,169268,142274,18.0,24.0,3.5,-,3.0,35.0,0.0,6.38,0.34,F6III-IV,6I
6891,,BD+49 2782,169305,47417,18.0,21.0,32.7,+,49.0,7.0,18.0,5.05,1.66,M2IIIab,2I
6892,,BD-07 4598,169370,142288,18.0,24.0,42.1,-,7.0,4.0,31.0,6.31,1.16,K0,0
6893,,CD-3412802,169398,210135,18.0,25.0,54.6,-,33.0,56.0,43.0,6.3,-0.08,B5IV,5I
6894,,CD-4812505,169405,229021,18.0,26.0,53.9,-,48.0,7.0,1.0,5.46,0.84,K0-1III+F-G,0-
6895,109    Her,BD+21 3411,169414,86003,18.0,23.0,41.9,+,21.0,46.0,11.0,3.84,1.18,K2.5IIIab,2.
6896,21    Sgr,BD-20 5134,169420,186794,18.0,25.0,21.0,-,20.0,32.0,30.0,4.81,1.31,K2II,2I
6897,Alp Tel,CD-4612379,169467,229023,18.0,26.0,58.4,-,45.0,58.0,6.0,3.51,-0.17,B3IV,3I
6898,,BD-01 3486,169493,142294,18.0,24.0,57.0,-,1.0,34.0,46.0,6.15,0.37,F6III+A9III,6I
6899,,CP-74 1682,169570,257601,18.0,32.0,55.3,-,73.0,57.0,56.0,5.89,0.98,K0III,0I
6900,,BD+05 3730,169578,123453,18.0,25.0,8.8,+,5.0,5.0,5.0,6.74,0.02,B9V,9V
6901,,BD+38 3160,169646,66936,18.0,23.0,57.4,+,38.0,44.0,21.0,6.36,,K4III,4I
6902,,BD+07 3682,169689,123462,18.0,25.0,38.8,+,8.0,1.0,55.0,5.65,0.92,G8III-IV+A0V,8I
6903,2Mu  Lyr,BD+39 3410,169702,66943,18.0,24.0,13.8,+,39.0,30.0,26.0,5.12,0.03,A3IVn,3I
6904,,BD+27 3016,169718,86019,18.0,24.0,58.5,+,27.0,23.0,43.0,6.27,0.05,A0V+A4V,0V
6905,Zet Tel,CD-4912153,169767,229047,18.0,28.0,49.9,-,49.0,4.0,15.0,4.13,1.02,G8-K0III,8-
6906,,BD+14 3533,169820,103709,18.0,25.0,55.4,+,14.0,58.0,0.0,6.37,0.01,B9V,9V
6907,,CD-2914965,169830,186838,18.0,27.0,49.5,-,29.0,48.0,59.0,5.92,0.52,F9V,9V
6908,,CP-57 9063,169836,245510,18.0,29.0,56.7,-,57.0,31.0,23.0,5.76,0.98,K0III,0I
6909,,CD-2613184,169851,186837,18.0,27.0,43.8,-,26.0,38.0,5.0,6.31,0.26,A8V+F2V,8V
6910,,CD-3912626,169853,210197,18.0,28.0,27.1,-,38.0,59.0,44.0,5.64,0.13,A2mA2-F0,2m
6911,,BD+53 2079,169885,30943,18.0,23.0,47.8,+,53.0,18.0,3.0,6.32,0.16,A3m,3m
6912,,CP-81  813,169904,258804,18.0,42.0,14.1,-,81.0,48.0,28.0,6.27,-0.13,B8V,8V
6913,22Lam Sgr,CD-2513149,169916,186841,18.0,27.0,58.2,-,25.0,25.0,18.0,2.81,1.04,K1+IIIb,1+
6914,,CD-2613192,169938,186843,18.0,28.0,6.2,-,26.0,45.0,26.0,6.27,0.16,A3/4V,3/
6915,,CD-4312564,169943,229056,18.0,29.0,12.9,-,43.0,50.0,45.0,6.36,0.9,G8III,8I
6916,Nu  Pav,CP-62 5879,169978,254273,18.0,31.0,22.4,-,62.0,16.0,42.0,4.64,-0.11,B7-8III,7-
6917,,BD+29 3259,169981,86043,18.0,25.0,58.8,+,29.0,49.0,44.0,5.83,0.06,A2IV,2I
6918,59    Ser,BD+00 3936,169985,123497,18.0,27.0,12.5,+,0.0,11.0,46.0,5.21,0.5,G0III+A6V,0I
6919,,BD-17 5203,169990,161493,18.0,27.0,56.5,-,17.0,48.0,0.0,6.2,0.01,B8V,8V
6920,43Phi Dra,BD+71  889,170000,9084,18.0,20.0,45.5,+,71.0,20.0,16.0,4.22,-0.1,A0pSi:,0p
6921,,CD-3812824,170040,210213,18.0,29.0,16.8,-,38.0,51.0,4.0,6.63,-0.02,B8,8
6922,,CD-4712319,170069,229064,18.0,29.0,55.8,-,47.0,13.0,13.0,5.7,1.26,K2III,2I
6923,39    Dra,BD+58 1809,170073,30949,18.0,23.0,54.5,+,58.0,48.0,2.0,4.98,0.08,A1V,1V
6924,,BD+26 3259,170111,86060,18.0,26.0,40.9,+,26.0,26.0,58.0,6.53,-0.11,B3V,3V
